text,created_at,is_retweet,source,clean_text,clean_text_with_stopwords
"Nearly 20 million Americans have an #HSA, which provides greater flexibility, portability, and autonomy to patients… https://t.co/nmESHkaPjB",Sun Oct 09 19:49:19 +0000 2016,False,other,nearly million americans hsa provides greater flexibility portability autonomy patients,nearly million americans have an hsa which provides greater flexibility portability and autonomy to patients
"Thanks, @RepHuizenga! https://t.co/FBVG3525c8",Tue Feb 23 13:39:58 +0000 2016,False,other,thanks @rephuizenga,thanks @rephuizenga
Live now on @CNN with @wolfblitzer. Tune in.,Wed Jun 22 22:08:54 +0000 2016,False,other,live @cnn @wolfblitzer tune,live now on @cnn with @wolfblitzer tune in
Pressuring the #FBI to hide the extent of Secretary Clinton's mishandling bears all the signs of a cover-up.… https://t.co/f4ut9A8DfJ,Thu Oct 20 00:41:12 +0000 2016,False,other,pressuring fbi hide extent secretary clinton mishandling bears signs cover,pressuring the fbi to hide the extent of secretary clinton s mishandling bears all the signs of a cover up
What more does Sec. Kerry need to see or hear in order to call these atrocities what they are? This is genocide. https://t.co/JfP8wmQ3wJ,Tue Mar 15 14:06:00 +0000 2016,False,other,sec kerry need see hear order call atrocities genocide,what more does sec kerry need to see or hear in order to call these atrocities what they are this is genocide
Here’s my statement on House-passed legislation that protects your #Internet use from Washington regulation. https://t.co/5foA9Mxw7W,Fri Apr 15 16:26:22 +0000 2016,False,other,statement house passed legislation protects internet use washington regulation,here s my statement on house passed legislation that protects your internet use from washington regulation
Agree. https://t.co/T2MjTxxWRO,Thu Feb 25 19:44:31 +0000 2016,False,other,agree,agree
"Thanks for having me, @hughhewitt—I always welcome the chance to explain how important congressional #oversight is. https://t.co/eHFg5Zt99K",Thu Sep 08 14:09:23 +0000 2016,False,other,thanks @hughhewitt always welcome chance explain important congressional oversight,thanks for having me @hughhewitt i always welcome the chance to explain how important congressional oversight is
Hope everyone can join us live at 2pm ET on https://t.co/PnLPwaWRa0! https://t.co/oHYGbnBT6v,Wed Mar 02 18:15:07 +0000 2016,False,other,hope everyone join us live pm et,hope everyone can join us live at pm et on
President Obama's so-called 'Clean Power Rule' is yet another multi-billion dollar regulation. There's a #BetterWay. https://t.co/MYGfSUDwQn,Mon Oct 03 23:54:58 +0000 2016,False,other,president obama called clean power rule yet another multi billion dollar regulation betterway,president obama s so called clean power rule is yet another multi billion dollar regulation there s a betterway
"Being speaker is a unique job. That’s why I always enjoy meeting with fellow speakers from around the world, this t… https://t.co/fnN9GevB76",Mon Nov 28 21:24:00 +0000 2016,False,other,speaker unique job always enjoy meeting fellow speakers around world,being speaker is a unique job that s why i always enjoy meeting with fellow speakers from around the world this t
RT @KenCalvert: I am a cosponsor of this bill because keeping terrorists in Gitmo is a common sense step to keep Americans safe. https://t.…,Wed Sep 14 12:33:21 +0000 2016,True,other,rt @kencalvert cosponsor bill keeping terrorists gitmo common sense step keep americans safe,rt @kencalvert i am a cosponsor of this bill because keeping terrorists in gitmo is a common sense step to keep americans safe
Looking forward to presiding over a #jointmeeting of Congress for the first time. Hope you’ll join. #ModiInUS ↓ https://t.co/W9URtuJkG5,Wed Jun 08 11:25:02 +0000 2016,False,other,looking forward presiding jointmeeting congress first time hope join modiinus,looking forward to presiding over a jointmeeting of congress for the first time hope you ll join modiinus
It’s shameless. https://t.co/VkPcC2RyDQ,Thu Sep 08 20:09:53 +0000 2016,False,other,shameless,it s shameless
"RT @RepCurbelo: .@Univision published my op-ed on reducing poverty in America, a platform in the @HouseGOP's #BetterWay agenda. https://t.c…",Thu Sep 29 22:55:16 +0000 2016,True,other,rt @repcurbelo @univision published op ed reducing poverty america platform @housegop betterway agenda,rt @repcurbelo @univision published my op ed on reducing poverty in america a platform in the @housegop s betterway agenda
You may hear more about division in Congress than you do about unity. But here's something everyone can agree on. ↓ https://t.co/2VCjo5JD44,Mon May 16 19:30:35 +0000 2016,False,other,may hear division congress unity something everyone agree,you may hear more about division in congress than you do about unity but here s something everyone can agree on
The admininistration should mark this #Iranniversary by reversing course on its dangerous game of appeasement. https://t.co/jgSw7pHo1b,Thu Jul 14 21:25:10 +0000 2016,False,other,admininistration mark iranniversary reversing course dangerous game appeasement,the admininistration should mark this iranniversary by reversing course on its dangerous game of appeasement
Congress is putting this critical legislation to ratchet up pressure on #NorthKorea on the president's desk. → https://t.co/UXslq8seLr,Mon Feb 15 17:23:28 +0000 2016,False,other,congress putting critical legislation ratchet pressure northkorea president desk,congress is putting this critical legislation to ratchet up pressure on northkorea on the president s desk
"Today, the @LibraryCongress archived its 100,000th #veterans story. Read about this historic project here → https://t.co/3mFAF2t0Nf",Mon Feb 22 21:19:06 +0000 2016,False,other,today @librarycongress archived th veterans story read historic project,today the @librarycongress archived its th veterans story read about this historic project here
GREAT NEWS → The House just passed @RepRussell's bill prohibiting the president from lifting key #Iran sanctions. https://t.co/o2HP6EBjuz,Wed Jan 13 16:52:53 +0000 2016,False,other,great news house passed @reprussell bill prohibiting president lifting key iran sanctions,great news the house just passed @reprussell s bill prohibiting the president from lifting key iran sanctions
"Too often, welfare traps people in poverty. A #BetterWay = work requirements, time limits, &amp; education. https://t.co/Z6U1IetnOA",Sun Jul 17 00:06:50 +0000 2016,False,other,often welfare traps people poverty betterway work requirements time limits education,too often welfare traps people in poverty a betterway work requirements time limits education
"RT @RepCurbelo: Spoke about 2 education bills on House Floor, 1 I intro'd &amp; 1 I was co-sponored, &amp; are pt of @HouseGOP's #BetterWay. https:…",Tue Sep 27 17:36:36 +0000 2016,True,other,rt @repcurbelo spoke education bills house floor intro co sponored pt @housegop betterway https,rt @repcurbelo spoke about education bills on house floor i intro d i was co sponored are pt of @housegop s betterway https
"RT @HouseGOP: Our health care plan enables Americans to choose quality, affordable health insurance that works for them #BetterWay https://…",Fri Oct 28 16:33:59 +0000 2016,True,other,rt @housegop health care plan enables americans choose quality affordable health insurance works betterway https,rt @housegop our health care plan enables americans to choose quality affordable health insurance that works for them betterway https
Sunlight is the best disinfectant. That's why #Republicans will increase transparency for taxpayers across the boar… https://t.co/6C9W6ycX7m,Thu Nov 03 17:59:28 +0000 2016,False,other,sunlight best disinfectant republicans increase transparency taxpayers across boar,sunlight is the best disinfectant that s why republicans will increase transparency for taxpayers across the boar
"If you see a police officer today, take a moment and thank them. They need to know that they’re in our hearts and our prayers.",Wed Nov 02 13:45:07 +0000 2016,False,other,see police officer today take moment thank need know hearts prayers,if you see a police officer today take a moment and thank them they need to know that they re in our hearts and our prayers
"RT @RepHartzler: 4 states are going from ""marketplace"" to ""monopoly"": https://t.co/EaUjQZXOBK Americans deserve a #BetterWay https://t.co/i…",Wed Oct 05 11:03:54 +0000 2016,True,other,rt @rephartzler states going marketplace monopoly americans deserve betterway,rt @rephartzler states are going from marketplace to monopoly americans deserve a betterway
New on https://t.co/DjyYwaPBk3: @KeithRothfus with this week's @HouseGOP address on defending the #Constitution. https://t.co/OEAM7328p6,Sat Sep 17 14:20:42 +0000 2016,False,other,new @keithrothfus week @housegop address defending constitution,new on @keithrothfus with this week s @housegop address on defending the constitution
Thank you for the wonderful intro. #RyanAtGU https://t.co/33cCYPTgUH,Wed Apr 27 17:55:22 +0000 2016,False,other,thank wonderful intro ryanatgu,thank you for the wonderful intro ryanatgu
"The best way to restore America's prosperity is to tap into the aspirations of the people, then get out of their way https://t.co/U3qi2r7hge",Sat Oct 15 17:58:58 +0000 2016,False,other,best way restore america prosperity tap aspirations people get way,the best way to restore america s prosperity is to tap into the aspirations of the people then get out of their way
"RT @MikeKellyPA: More than ever, #Obamacare is actively hurting Americans. Repealing this failed law is a moral duty. https://t.co/eW78vZJL…",Thu Dec 15 19:31:55 +0000 2016,True,other,rt @mikekellypa ever obamacare actively hurting americans repealing failed law moral duty,rt @mikekellypa more than ever obamacare is actively hurting americans repealing this failed law is a moral duty
